snapshot_time,trip_id,stop_id,delay_sec
20260801_194017,4167427,3826,298.0
20260801_194017,4167427,3827,271.0
20260801_194017,4167427,3839,249.0
20260801_194017,4167427,3885,248.0
20260801_194017,4167427,3840,258.0
20260801_194017,4167427,3828,281.0
20260801_194017,4167427,3829,277.0
20260801_194017,4167427,3830,255.0
20260801_194017,4167427,4089,289.0
20260801_194017,4167427,3831,272.0
20260801_194017,4167427,3832,266.0
20260801_194017,4167427,3841,251.0
20260801_194017,4167427,3833,277.0
20260801_194017,4167427,3834,281.0
20260801_194017,4167427,3728,288.0
20260801_194017,4167427,2095,273.0
20260801_194017,4167427,3847,304.0
20260801_194017,4167427,1212,272.0
20260801_194017,4167427,3798,277.0
20260801_194017,4165351,1668,0.0
20260801_194017,4165351,2926,22.0
20260801_194017,4165351,2853,7.0
20260801_194017,4165351,2854,-22.0
20260801_194017,4165351,2855,8.0
20260801_194017,4165351,2856,28.0
20260801_194017,4165351,2857,-6.0
20260801_194017,4165351,2858,27.0
20260801_194017,4165351,2859,-2.0
20260801_194017,4165351,2860,-29.0
20260801_194017,4165351,2967,0.0
20260801_194017,4165351,2575,17.0
20260801_194017,4165351,2576,14.0
20260801_194017,4165351,2591,-3.0
20260801_194017,4165351,2592,-1.0
20260801_194017,4165351,2593,12.0
20260801_194017,4165351,2594,-20.0
20260801_194017,4165351,2595,7.0
20260801_194017,4165351,3495,0.0
20260801_194017,4165350,2926,135.0
20260801_194017,4165350,2853,120.0
20260801_194017,4165350,2854,91.0
20260801_194017,4165350,2855,121.0
20260801_194017,4165350,2856,141.0
20260801_194017,4165350,2857,89.0
20260801_194017,4165350,2858,122.0
20260801_194017,4165350,2859,93.0
20260801_194017,4165350,2860,84.0
20260801_194017,4165350,2967,113.0
20260801_194017,4165350,2575,112.0
20260801_194017,4165350,2576,109.0
20260801_194017,4165350,2591,92.0
20260801_194017,4165350,2592,94.0
20260801_194017,4165350,2593,110.0
20260801_194017,4165350,2594,78.0
20260801_194017,4165350,2595,105.0
20260801_194017,4165350,3495,32.0
20260801_194017,4168065,1745,-15.0
20260801_194017,4168065,1824,15.0
20260801_194017,4168065,1826,32.0
20260801_194017,4168065,1827,6.0
20260801_194017,4168065,1867,-18.0
20260801_194017,4168065,3641,-23.0
20260801_194017,4168065,1731,-15.0
20260801_194017,4168065,1732,0.0
20260801_194017,4166201,1522,0.0
20260801_194017,4166201,5116,16.0
20260801_194017,4166201,2189,22.0
20260801_194017,4166201,2190,25.0
20260801_194017,4166201,2191,-20.0
20260801_194017,4166201,2192,24.0
20260801_194017,4166201,1232,-4.0
20260801_194017,4166201,1233,1.0
20260801_194017,4166201,1234,23.0
20260801_194017,4166201,3805,10.0
20260801_194017,4166201,3792,0.0
20260801_194017,4166201,1687,-2.0
20260801_194017,4166201,1686,-14.0
20260801_194017,4166201,3524,-29.0
20260801_194017,4166201,3888,0.0
20260801_194017,4166201,3883,29.0
20260801_194017,4166201,3641,-22.0
20260801_194017,4166201,1731,17.0
20260801_194017,4166201,1732,0.0
20260801_194017,4167890,1668,165.0
20260801_194017,4167890,1071,155.0
20260801_194017,4167890,3574,124.0
20260801_194017,4167890,2373,127.0
20260801_194017,4167890,2389,96.0
20260801_194017,4167890,3561,151.0
20260801_194017,4167890,2344,146.0
20260801_194017,4167890,2345,110.0
20260801_194017,4167890,2346,155.0
20260801_194017,4167890,1692,126.0
20260801_194017,4167890,2348,121.0
20260801_194017,4167890,1935,104.0
20260801_194017,4167890,1937,124.0
20260801_194017,4167890,5099,128.0
20260801_194017,4167890,5089,126.0
20260801_194017,4167890,1082,101.0
20260801_194017,4167890,1084,118.0
20260801_194017,4167890,1085,115.0
20260801_194017,4167890,1086,103.0
20260801_194017,4167890,1375,112.0
20260801_194017,4167890,1879,99.0
20260801_194017,4167890,1894,126.0
20260801_194017,4167890,1474,126.0
20260801_194017,4167890,3110,128.0
20260801_194017,4167890,3111,153.0
20260801_194017,4167890,3112,139.0
20260801_194017,4167890,3566,152.0
20260801_194017,4167890,3113,127.0
20260801_194017,4167890,3114,126.0
20260801_194017,4167890,3115,115.0
20260801_194017,4167890,3116,99.0
20260801_194017,4167890,3117,147.0
20260801_194017,4167890,3118,126.0
20260801_194017,4167890,3119,155.0
20260801_194017,4167890,3126,142.0
20260801_194017,4167890,3128,135.0
20260801_194017,4167890,3129,126.0
20260801_194017,4167890,3130,99.0
20260801_194017,4167890,3132,100.0
20260801_194017,4167890,3556,141.0
20260801_194017,4167890,3552,124.0
20260801_194017,4167890,1101,117.0
20260801_194017,4167890,3881,126.0
20260801_194017,4168066,2696,73.0
20260801_194017,4168066,2698,113.0
20260801_194017,4168066,2699,84.0
20260801_194017,4168066,2701,69.0
20260801_194017,4168066,2702,107.0
20260801_194017,4168066,2368,89.0
20260801_194017,4168066,2820,57.0
20260801_194017,4168066,2402,107.0
20260801_194017,4168066,2406,113.0
20260801_194017,4168066,3063,103.0
20260801_194017,4168066,3065,103.0
20260801_194017,4168066,3067,92.0
20260801_194017,4168066,2935,88.0
20260801_194017,4168066,2937,17.0
20260801_194017,4168066,2938,24.0
20260801_194017,4168066,2939,-3.0
20260801_194017,4168066,2940,44.0
20260801_194017,4168066,2884,-6.0
20260801_194017,4168066,1548,23.0
20260801_194017,4168066,1773,24.0
20260801_194017,4168066,1774,24.0
20260801_194017,4168066,1804,13.0
20260801_194017,4168066,1805,23.0
20260801_194017,4168066,1806,3.0
20260801_194017,4168066,1807,1.0
20260801_194017,4168066,4238,24.0
20260801_194017,4168066,3844,36.0
20260801_194017,4168066,1809,21.0
20260801_194017,4168066,1810,11.0
20260801_194017,4168066,1811,-5.0
20260801_194017,4168066,1820,42.0
20260801_194017,4168066,1822,39.0
20260801_194017,4168066,1751,24.0
20260801_194017,4168066,1752,11.0
20260801_194017,4168066,1823,10.0
20260801_194017,4168066,1745,-6.0
20260801_194017,4168066,1824,24.0
20260801_194017,4168066,1826,41.0
20260801_194017,4168066,1827,30.0
20260801_194017,4168066,1867,6.0
20260801_194017,4168066,3641,1.0
20260801_194017,4168066,1731,9.0
20260801_194017,4168066,1732,24.0
20260801_194017,4167891,1668,59.0
20260801_194017,4167891,1071,49.0
20260801_194017,4167891,3574,-2.0
20260801_194017,4167891,2373,1.0
20260801_194017,4167891,2389,-30.0
20260801_194017,4167891,3561,25.0
20260801_194017,4167891,2344,20.0
20260801_194017,4167891,2345,-16.0
20260801_194017,4167891,2346,29.0
20260801_194017,4167891,1692,0.0
20260801_194017,4167891,2348,-5.0
20260801_194017,4167891,1935,-22.0
20260801_194017,4167891,1937,-2.0
20260801_194017,4167891,5099,2.0
20260801_194017,4167891,5089,0.0
20260801_194017,4167891,1082,-25.0
20260801_194017,4167891,1084,-8.0
20260801_194017,4167891,1085,-11.0
20260801_194017,4167891,1086,-23.0
20260801_194017,4167891,1375,-14.0
20260801_194017,4167891,1879,-27.0
20260801_194017,4167891,1894,0.0
20260801_194017,4167891,1474,0.0
20260801_194017,4167891,3110,2.0
20260801_194017,4167891,3111,27.0
20260801_194017,4167891,3112,13.0
20260801_194017,4167891,3566,26.0
20260801_194017,4167891,3113,1.0
20260801_194017,4167891,3114,0.0
20260801_194017,4167891,3115,-11.0
20260801_194017,4167891,3116,-27.0
20260801_194017,4167891,3117,21.0
20260801_194017,4167891,3118,0.0
20260801_194017,4167891,3119,29.0
20260801_194017,4167891,3126,16.0
20260801_194017,4167891,3128,9.0
20260801_194017,4167891,3129,0.0
20260801_194017,4167891,3130,-27.0
20260801_194017,4167891,3132,-26.0
20260801_194017,4167891,3556,15.0
20260801_194017,4167891,3552,-2.0
20260801_194017,4167891,1101,-9.0
20260801_194017,4167891,3881,0.0
20260801_194017,4168067,1907,0.0
20260801_194017,4168067,4099,-20.0
20260801_194017,4168067,1270,5.0
20260801_194017,4168067,3743,-14.0
20260801_194017,4168067,2536,-10.0
20260801_194017,4168067,2538,14.0
20260801_194017,4168067,1272,0.0
20260801_194017,4168067,1922,3.0
20260801_194017,4168067,2689,24.0
20260801_194017,4168067,3897,-20.0
20260801_194017,4168067,2692,21.0
20260801_194017,4168067,2694,-25.0
20260801_194017,4168067,2695,-21.0
20260801_194017,4168067,2696,24.0
20260801_194017,4168067,2698,29.0
20260801_194017,4168067,2699,0.0
20260801_194017,4168067,2701,-15.0
20260801_194017,4168067,2702,23.0
20260801_194017,4168067,2368,5.0
20260801_194017,4168067,2820,-27.0
20260801_194017,4168067,2402,23.0
20260801_194017,4168067,2406,29.0
20260801_194017,4168067,3063,19.0
20260801_194017,4168067,3065,19.0
20260801_194017,4168067,3067,0.0
20260801_194017,4168067,2935,-4.0
20260801_194017,4168067,2937,-7.0
20260801_194017,4168067,2938,0.0
